"year","state_code","nacchoid","lhd_name","lhd_area_type","fips_county","county_name","fips_place","counties","fips_counties","population","fte","fte_per_100000","expenditures","expenditures_infl","expenditures_per_capita","expenditures_infl_per_capita","lhd_note"
2015,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,25860,,,1462330.32,1594273.12308109,56.5479628770302,61.6501594385571,""
2016,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,26118,,,1397429.34,1520968.77888488,53.5044543992649,58.2345041306715,""
2017,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,26385,,,1303537.89,1381236.32986618,49.4045059693007,52.3493018709943,""
2018,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,26491,,,1387983.19,1418014.3944089,52.3945185157223,53.5281565214184,""
2019,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,26734,,,1341400.67,1341400.67,50.1758311513429,50.1758311513429,""
2009,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,26407,,,3630794.01,4544488.08752086,137.493619494831,172.094069281662,""
2010,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,26549,,,3610569.31,4394056.25224435,135.996433387322,165.507410909803,""
2011,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,26751,,,3490308.76,4114278.36234379,130.473954618519,153.799049095129,""
2012,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,26860,,,3762097.24,4334387.4721488,140.063188384214,161.369600601221,""
2013,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,27229,,,3483100.68,3885543.00045663,127.918788056851,142.698703604856,""
2014,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,27365,,,3488365.33,3804264.72052591,127.475436871917,139.019357592761,""
2015,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,27576,,,3562854.3,3884322.6966284,129.201272845953,140.85881551452,""
2016,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,27666,,,3567245.7,3882607.28539687,128.939698546953,140.338584739278,""
2017,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,27913,,,4050580.55,4292018.70972032,145.114482499194,153.764149669341,""
2018,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,28109,,,4147222.06,4236953.74717767,147.540718631043,150.732994669952,""
2019,"KY","KY053","Montgomery County Health Department","single county","21173","Montgomery County",,1,,28157,,,3921653.21,3921653.21,139.278091060837,139.278091060837,""
2009,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,19811,,,1264479.17,1582687.01258083,63.8271248296401,79.889304557106,""
2010,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20037,,,1549668.11,1885943.2579759,77.3403258970904,94.1230352835203,""
2011,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20176,,,1840500.09,2169530.03784651,91.2222487113402,107.530235817135,""
2012,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20232,,,2142744.46,2468698.7472552,105.908682285488,122.019511034757,""
2013,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20316,,,2182651.95,2434838.60671966,107.435122563497,119.84832677297,""
2014,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20493,,,1878625.71,2048750.2986466,91.671581027668,99.9731761404675,""
2015,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20660,,,2033088.24,2216529.25714091,98.40698160697,107.286024062968,""
2016,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20721,,,2025031.16,2204053.60218716,97.7284474687515,106.368109752771,""
2017,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,20903,,,1993752.4,2112591.63907993,95.3811605989571,101.066432525472,""
2018,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,21122,,,2060483.45,2105065.25770049,97.551531578449,99.662212749763,""
2019,"KY","KY054","Allen County Health Department","single county","21003","Allen County",,1,,21315,,,2024518.65,2024518.65,94.9809359605911,94.9809359605911,""
2009,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8473,,,757923.49,948655.930926039,89.4516098194264,111.96222482309,""
2010,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8513,,,836094.85,1017525.90455376,98.2138905203806,119.5261252853,""
2011,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8510,,,635717.67,749366.212014037,74.702428907168,88.0571341967141,""
2012,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8462,,,640830.66,738313.8199992,75.7304017962657,87.2505105175136,""
2013,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8423,,,668695.61,745957.635330706,79.3892449246112,88.5619892355107,""
2014,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8359,,,652366.74,711443.767796678,78.0436344060294,85.1111099170568,""
2015,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8290,,,673212.94,733955.441990972,81.2078335343788,88.5350352220715,""
2016,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8368,,,688697.76,749581.936678066,82.3013575525813,89.5771912856197,""
2017,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8285,,,763872.94,809404.210053067,92.199509957755,97.6951370009737,""
2018,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8278,,,754506.61,770831.54995318,91.1460026576468,93.1180901127301,""
2019,"KY","KY056","Bracken County Health Department","single county","21023","Bracken County",,1,,8303,,,782591.01,782591.01,94.254005781043,94.254005781043,""
2009,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21286,,,1285967.59,1609583.02167434,60.4137738419619,75.6169793138375,""
2010,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21308,,,1510614.09,1838414.58700398,70.8942223577999,86.2781390559406,""
2011,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21275,,,1544222.58,1820286.39424344,72.583905052879,85.5598775202559,""
2012,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21323,,,1490505.98,1717241.7496776,69.9013262674108,80.5347160192093,""
2013,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21291,,,1534038.3,1711283.22911337,72.051021558405,80.375897285866,""
2014,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21360,,,1425653.7,1554758.04897913,66.7440870786517,72.7882981731802,""
2015,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21377,,,1472000.88,1604816.23613994,68.8590952893296,75.0720978687344,""
2016,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21405,,,1557042.71,1694692.73437489,72.7420093436113,79.1727509635549,""
2017,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21542,,,1725949.38,1828826.00149507,80.1202014669019,84.8958314685297,""
2018,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21702,,,1594122.83,1628614.19049019,73.4551115104599,75.0444286466774,""
2019,"KY","KY057","Mercer County Health Department","single county","21167","Mercer County",,1,,21933,,,1668931.44,1668931.44,76.0922555054028,76.0922555054028,""
2009,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,16900,,,965449.24,1208405.80826178,57.127173964497,71.5033022640104,""
2010,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,16941,,,996523.92,1212767.78957251,58.8232052417213,71.587733284488,""
2011,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,16868,,,982884.8,1158597.11658192,58.2691961109794,68.6860989199619,""
2012,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,17006,,,988459.85,1138824.362382,58.1241826414207,66.9660333048336,""
2013,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,16992,,,1019182.97,1136940.79473697,59.9801653719397,66.9103575057071,""
2014,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,16972,,,983440.34,1072498.73114752,57.9448703747349,63.1922419954939,""
2015,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,17207,,,986800.47,1075837.27537345,57.3487807287732,62.523233298858,""
2016,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,17382,,,940831.19,1024005.16808321,54.1267512369117,58.9118149858019,""
2017,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,17449,,,1031299.01,1092770.42922552,59.1036168261791,62.6265361468004,""
2018,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,17519,,,1002824.37,1024522.05615259,57.2421011473258,58.4806242452532,""
2019,"KY","KY058","Garrard County Health Department","single county","21079","Garrard County",,1,,17666,,,928145.96,928145.96,52.53854636024,52.53854636024,""
2009,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,19979,,,986528.98,1234790.29249696,49.3782962110216,61.8044092545652,""
2010,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,20043,,,1084690.42,1320066.25895531,54.1181669410767,65.8617102706834,""
2011,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,20272,,,1058455.65,1247677.9212781,52.2126899171271,61.5468587844365,""
2012,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,20074,,,1102472.68,1270180.8240816,54.920428414865,63.2749239853343,""
2013,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,20042,,,1050349.23,1171708.04797452,52.4074059475102,58.4626308738906,""
2014,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,19883,,,1007642.9,1098893.02659662,50.6786148971483,55.2679689481779,""
2015,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,19979,,,1147791.09,1251353.71993035,57.4498768707143,62.6334511201939,""
2016,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,19982,,,1230370.78,1339141.44298147,61.573955560004,67.0173877980915,""
2017,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,20131,,,1328447.46,1407630.65511694,65.9901375987283,69.9235336106969,""
2018,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,20309,,,1262445.42,1289760.41685028,62.1618701068492,63.506840162011,""
2019,"KY","KY060","Breckinridge County Health Department","single county","21027","Breckinridge County",,1,,20477,,,1270434.67,1270434.67,62.0420310592372,62.0420310592372,""
2013,"KY","KY071","Bell County Health Department","single county","21013","Bell County",,1,,28031,,,2891076.83,3225115.88743075,103.138554814313,115.055327581276,"Previously with Cumberland Valley District Health Department"
2014,"KY","KY071","Bell County Health Department","single county","21013","Bell County",,1,,27826,,,3079019.48,3357849.32869289,110.652608351901,120.673087353299,"Previously with Cumberland Valley District Health Department"
2015,"KY","KY071","Bell County Health Department","single county","21013","Bell County",,1,,27370,,,2504003.65,2729934.31421974,91.4871629521374,99.7418456053981,"Previously with Cumberland Valley District Health Department"
2016,"KY","KY071","Bell County Health Department","single county","21013","Bell County",,1,,27204,,,2285889.4,2487972.95853534,84.0276944566975,91.4561446307654,"Previously with Cumberland Valley District Health Department"
2017,"KY","KY071","Bell County Health Department","single county","21013","Bell County",,1,,26863,,,2492014.05,2640552.58140365,92.7675259650821,98.2970100660257,"Previously with Cumberland Valley District Health Department"
2018,"KY","KY071","Bell County Health Department","single county","21013","Bell County",,1,,26487,,,2505218.69,2559423.04572305,94.5829535243704,96.6294048296542,"Previously with Cumberland Valley District Health Department"
2019,"KY","KY071","Bell County Health Department","single county","21013","Bell County",,1,,26032,,,2331672.69,2331672.69,89.5694794867855,89.5694794867855,"Previously with Cumberland Valley District Health Department"
2014,"KY","KY073","Harlan County Health Department","single county","21095","Harlan County",,1,,28014,,,1629094.44,1776621.97568536,58.1528678517884,63.4190753082516,"Previously with Cumberland Valley District Health Department"
2015,"KY","KY073","Harlan County Health Department","single county","21095","Harlan County",,1,,27506,,,1960757.22,2137671.97053891,71.2847095179234,77.7165698589001,"Previously with Cumberland Valley District Health Department"
2016,"KY","KY073","Harlan County Health Department","single county","21095","Harlan County",,1,,26996,,,2118639.29,2305937.13869556,78.4797484812565,85.4177336900119,"Previously with Cumberland Valley District Health Department"
